dowod1_odbior_wczesniej_mozna0000,dowod_odbior_wczesniej_mozna
dowod1_odbior_wczesniej_mozna0001,dowod_odbior_wczesniej_mozna
dowod1_odbior_wczesniej_mozna0002,dowod_odbior_wczesniej_mozna
dowod1_odbior_wczesniej_mozna0003,dowod_odbior_wczesniej_mozna
dowod1_odbior_wczesniej_mozna0004,dowod_odbior_wczesniej_mozna
dowod1_wczesniej_gotowy_mozna0000,dowod_wczesniej_gotowy_mozna
dowod1_wczesniej_gotowy_mozna0001,dowod_wczesniej_gotowy_mozna
dowod1_wczesniej_gotowy_mozna0002,dowod_wczesniej_gotowy_mozna
dowod1_wczesniej_gotowy_mozna0003,dowod_wczesniej_gotowy_mozna
dowod1_wczesniej_gotowy_mozna0004,dowod_wczesniej_gotowy_mozna
dowod2_odbior_wczesniej_mozna0000,dowod_odbior_wczesniej_mozna
dowod2_odbior_wczesniej_mozna0001,dowod_odbior_wczesniej_mozna
dowod2_odbior_wczesniej_mozna0002,dowod_odbior_wczesniej_mozna
dowod2_odbior_wczesniej_mozna0003,dowod_odbior_wczesniej_mozna
dowod2_odbior_wczesniej_mozna0004,dowod_odbior_wczesniej_mozna
dowod2_wczesniej_gotowy_mozna0000,dowod_wczesniej_gotowy_mozna
dowod2_wczesniej_gotowy_mozna0001,dowod_wczesniej_gotowy_mozna
dowod2_wczesniej_gotowy_mozna0002,dowod_wczesniej_gotowy_mozna
dowod2_wczesniej_gotowy_mozna0003,dowod_wczesniej_gotowy_mozna
dowod2_wczesniej_gotowy_mozna0004,dowod_wczesniej_gotowy_mozna
dziekowac10000,dziekowac
dziekowac10001,dziekowac
dziekowac10002,dziekowac
dziekowac10003,dziekowac
dziekowac10004,dziekowac
dziekowac20000,dziekowac
dziekowac20001,dziekowac
dziekowac20002,dziekowac
dziekowac20003,dziekowac
dziekowac20004,dziekowac
ile_dni_czekac0000,ile_dni_czekac
ile_dni_czekac0001,ile_dni_czekac
ile_dni_czekac0002,ile_dni_czekac
ile_dni_czekac0003,ile_dni_czekac
ile_dni_czekac0004,ile_dni_czekac
jak_dlugo_czekac0000,jak_dlugo_czekac
jak_dlugo_czekac0001,jak_dlugo_czekac
jak_dlugo_czekac0002,jak_dlugo_czekac
jak_dlugo_czekac0003,jak_dlugo_czekac
jak_dlugo_czekac0004,jak_dlugo_czekac
kiedy_gotowy_dowod10000,kiedy_gotowy_dowod
kiedy_gotowy_dowod10001,kiedy_gotowy_dowod
kiedy_gotowy_dowod10002,kiedy_gotowy_dowod
kiedy_gotowy_dowod10003,kiedy_gotowy_dowod
kiedy_gotowy_dowod10004,kiedy_gotowy_dowod
kiedy_gotowy_dowod20000,kiedy_gotowy_dowod
kiedy_gotowy_dowod20001,kiedy_gotowy_dowod
kiedy_gotowy_dowod20002,kiedy_gotowy_dowod
kiedy_gotowy_dowod20003,kiedy_gotowy_dowod
kiedy_gotowy_dowod20004,kiedy_gotowy_dowod
musiec_ja_odebrac_dowod10000,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod10001,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod10002,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod10003,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod10004,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod20000,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod20001,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod20002,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod20003,musiec_ja_odebrac_dowod
musiec_ja_odebrac_dowod20004,musiec_ja_odebrac_dowod
powtarzac_prosic0000,powtarzac_prosic
powtarzac_prosic0001,powtarzac_prosic
powtarzac_prosic0002,powtarzac_prosic
powtarzac_prosic0003,powtarzac_prosic
powtarzac_prosic0004,powtarzac_prosic
prosic_powtarzac0000,prosic_powtarzac
prosic_powtarzac0001,prosic_powtarzac
prosic_powtarzac0002,prosic_powtarzac
prosic_powtarzac0003,prosic_powtarzac
prosic_powtarzac0004,prosic_powtarzac